pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_45f0139d,cn_k12,h,1,h2,f (-2) = - f 2,1124,1125
pair_45f0139d,cn_k12,a,0,h1,g (-2) = f (-2) + 9,1126,1127
pair_45f0139d,cn_k12,a,1,h2,f (-2) = -6,1128,1129
pair_45f0139d,cn_k12,a,2,h3,f (-2) = - f 2,1130,1131
pair_4625d43e,amc_aime,h,0,n_eq,n = 6,1132,1133
pair_4625d43e,amc_aime,h,1,p_eq,p = 7,1134,1135
pair_4625d43e,amc_aime,a,0,hp_eq,p = n + 1,1136,1137
pair_4625d43e,amc_aime,a,1,hn_eq,n = 6,1138,1139
pair_4625d43e,amc_aime,a,2,hp_eq2,p = 7,1140,1141
pair_4648e6ee,aops_forum,h,0,h1,a / (2 * a + 1) + b / (3 * b + 1) + c / (6 * c + 1) ≤ 1 / 2,1142,1143
pair_4648e6ee,aops_forum,h,1,h2,(1 : ℝ) / 2 - (a / (2 * a + 1) + b / (3 * b + 1) + c / (6 * c + 1)) ≥ 0,1144,1145
pair_4648e6ee,aops_forum,h,2,h3,(2 * a + 1) > 0,1146,1147
pair_4648e6ee,aops_forum,h,3,h4,(3 * b + 1) > 0,1148,1149
pair_4648e6ee,aops_forum,h,4,h5,(6 * c + 1) > 0,1150,1151
pair_4648e6ee,aops_forum,h,5,h,(1 : ℝ) / 2 - (a / (2 * a + 1) + b / (3 * b + 1) + c / (6 * c + 1)) = ((1 / 2) * (2 * a + 1) * (3 * b + 1) * (6 * c + 1) - a * (3 * b + 1) * (6 * c + 1) - b * (2 * a + 1) * (6 * c + 1) - c * (2 * a + 1) * (3 * b + 1)) / ((2 * a + 1) * (3 * b + 1) * (6 * c + 1)),1152,1153
pair_4648e6ee,aops_forum,a,0,ha1,2 * a + 1 > 0,1154,1155
pair_4648e6ee,aops_forum,a,1,hb1,3 * b + 1 > 0,1156,1157
pair_4648e6ee,aops_forum,a,2,hc1,6 * c + 1 > 0,1158,1159
pair_4648e6ee,aops_forum,a,3,hx4,a / (2 * a + 1) + b / (3 * b + 1) + c / (6 * c + 1) - 1 / 2 ≤ 0,1160,1161
pair_4648e6ee,aops_forum,a,4,hx7,a / (2 * a + 1) + b / (3 * b + 1) + c / (6 * c + 1) - 1 / 2 = ( (a * (3 * b + 1) * (6 * c + 1) ) + (b * (2 * a + 1) * (6 * c + 1) ) + (c * (2 * a + 1) * (3 * b + 1) ) - (1 / 2) * (2 * a + 1) * (3 * b + 1) * (6 * c + 1) ) / ((2 * a + 1) * (3 * b + 1) * (6 * c + 1)),1162,1163
pair_4648e6ee,aops_forum,a,5,hx8,(a * (3 * b + 1) * (6 * c + 1) + b * (2 * a + 1) * (6 * c + 1) + c * (2 * a + 1) * (3 * b + 1) - (1 / 2) * (2 * a + 1) * (3 * b + 1) * (6 * c + 1) ) / ((2 * a + 1) * (3 * b + 1) * (6 * c + 1)) ≤ 0,1164,1165
pair_4648e6ee,aops_forum,a,6,hx9,0 < (2 * a + 1) * (3 * b + 1) * (6 * c + 1),1166,1167
pair_4675a93e,olympiads,h,0,h1,a ≡ -b [ZMOD 10],1168,1169
pair_4675a93e,olympiads,h,1,h2,(a + b) ≡ 0 [ZMOD 10],1170,1171
pair_4675a93e,olympiads,h,2,h3,a ≡ -b [ZMOD 10],1172,1173
pair_4675a93e,olympiads,h,3,h4,a^2 ≡ (-b)^2 [ZMOD 10],1174,1175
pair_4675a93e,olympiads,h,4,h5,(-b:ℤ)^2 = b^2,1176,1177
pair_4675a93e,olympiads,a,0,h1,a ≡ ( -b ) [ZMOD 10],1178,1179
pair_4675a93e,olympiads,a,1,h6,(a + b) % 10 = 0,1180,1181
pair_4675a93e,olympiads,a,2,h7,(a + b) ≡ 0 [ZMOD 10],1182,1183
pair_4675a93e,olympiads,a,3,h2,(a ^ 2) ≡ (-b) ^ 2 [ZMOD 10],1184,1185
pair_4675a93e,olympiads,a,4,h3,(-b : ℤ) ^ 2 = (b : ℤ) ^ 2,1186,1187
pair_46afa51e,olympiads_ref,h,0,eq1,min (a * b) (b * c) = a * b,1188,1189
pair_46afa51e,olympiads_ref,h,1,eq,(a - b) ^ 2 = (10 - c) ^ 2 - 4 * (25 - c * (10 - c)),1190,1191
pair_46afa51e,olympiads_ref,h,2,ineq,0 ≤ (10 - c) ^ 2 - 4 * (25 - c * (10 - c)),1192,1193
pair_46afa51e,olympiads_ref,h,3,c_u,c ≤ (20: ℝ) / 3,1194,1195
pair_46afa51e,olympiads_ref,h,4,c_l,(10: ℝ) / 3 ≤ c,1196,1197
pair_46afa51e,olympiads_ref,h,5,eq2,a * b = (c - 5) ^ 2,1198,1199
pair_46afa51e,olympiads_ref,h,6,s_u,s ≤ (5: ℝ) / 3,1200,1201
pair_46afa51e,olympiads_ref,h,7,s_l,(-5: ℝ) / 3 ≤ s,1202,1203
pair_46afa51e,olympiads_ref,a,0,h_eq1,m = a * b,1204,1205
pair_46afa51e,olympiads_ref,a,1,h3,c ≥ b,1206,1207
pair_46afa51e,olympiads_ref,a,2,h4,b ≥ a,1208,1209
pair_46afa51e,olympiads_ref,a,3,h9,a * b ≤ b * c,1210,1211
pair_46afa51e,olympiads_ref,a,4,h10,a * b ≤ c * a,1212,1213
pair_46afa51e,olympiads_ref,a,5,h_eq2,a * b ≤ 25 / 9,1214,1215
pair_496fbd44,secondary_math,h,0,h1,x * y + y * z + z * x ≥ 4 / 3,1216,1217
pair_496fbd44,secondary_math,h,1,h2,x + y + z ≥ 2,1218,1219
pair_496fbd44,secondary_math,a,0,h1,x * y + y * z + z * x ≥ 4 / 3,1220,1221
pair_496fbd44,secondary_math,a,1,h2,x + y + z ≥ 2,1222,1223
pair_49737f41,math_test,h,0,hh1,π - A = B,1224,1225
pair_49737f41,math_test,h,1,hh2,π - B = A,1226,1227
pair_49737f41,math_test,h,2,hh3,B/A = (A/B)⁻¹,1228,1229
pair_49737f41,math_test,a,0,h1,π - A = B,1230,1231
pair_49737f41,math_test,a,1,h2,π - B = A,1232,1233
pair_49737f41,math_test,a,2,h3,B ≠ 0,1234,1235
pair_49737f41,math_test,a,3,h4,A ≠ 0,1236,1237
pair_49737f41,math_test,a,4,h5,(π - A) / (π - B) = B / A,1238,1239
pair_49737f41,math_test,a,5,h8,B / A = 23 / 7,1240,1241
pair_49737f41,math_test,a,6,h9,A / B = 7 / 23,1242,1243
pair_4c573162,olympiads,h,0,h1,sin (π / 3) = sqrt 3 / 2,1244,1245
pair_4c573162,olympiads,h,1,h2,cos (π / 3) = 1 / 2,1246,1247
pair_4c573162,olympiads,h,2,h3,sin (2 * π / 3) = sqrt 3 / 2,1248,1249
pair_4c573162,olympiads,h,3,h4,cos (2 * π / 3) = -1 / 2,1250,1251
pair_4c573162,olympiads,a,0,h1,f (π / 3) = sin (π / 3) / (1 + cos (π / 3)),1252,1253
pair_4c573162,olympiads,a,1,h2,f (2 * π / 3) = sin (2 * π / 3) / (1 + cos (2 * π / 3)),1254,1255
pair_4c573162,olympiads,a,2,h3,sin (π / 3) = Real.sqrt 3 / 2,1256,1257
pair_4c573162,olympiads,a,3,h4,cos (π / 3) = 1 / 2,1258,1259
pair_4c573162,olympiads,a,4,h5,sin (2 * π / 3) = Real.sqrt 3 / 2,1260,1261
pair_4c573162,olympiads,a,5,h6,2 * π / 3 = π - (π / 3),1262,1263
pair_4c573162,olympiads,a,6,h7,cos (2 * π / 3) = -1 / 2,1264,1265
pair_4c573162,olympiads,a,7,h8,2 * π / 3 = π - (π / 3),1266,1267
pair_4c5a3ecf,olympiads,h,0,h1,(a - b) ^ 2 * c + (b - c) ^ 2 * a + (c - a) ^ 2 * b = 0,1268,1269
pair_4c5a3ecf,olympiads,h,1,h2,(a - b) ^ 2 * c = 0,1270,1271
pair_4c5a3ecf,olympiads,h,2,hab,a = b,1272,1273
pair_4c5a3ecf,olympiads,h,3,h3,(b - c) ^ 2 * a = 0,1274,1275
pair_4c5a3ecf,olympiads,h,4,hbc,b = c,1276,1277
pair_4c5a3ecf,olympiads,a,0,h1,(a - b) ^ 2 + (b - c) ^ 2 + (a - c) ^ 2 = 0,1278,1279
pair_4c5a3ecf,olympiads,a,1,h2,(a - b) ^ 2 = 0,1280,1281
pair_4c5a3ecf,olympiads,a,2,h3,(b - c) ^ 2 = 0,1282,1283
pair_4c5a3ecf,olympiads,a,3,h4,a - b = 0,1284,1285
pair_4c5a3ecf,olympiads,a,4,h5,b - c = 0,1286,1287
pair_4c5a3ecf,olympiads,a,5,ha1,a = b,1288,1289
pair_4c5a3ecf,olympiads,a,6,hb1,b = c,1290,1291
pair_4d21772c,amc_aime,h,0,h,3 * y = 2 * x,1292,1293
pair_4d21772c,amc_aime,h,1,h',x > y,1294,1295
pair_4d21772c,amc_aime,h,2,hx,max x y = x,1296,1297
pair_4d21772c,amc_aime,h,3,hy,min x y = y,1298,1299
pair_4d21772c,amc_aime,a,0,h1,4 * x = 6 * y,1300,1301
pair_4d21772c,amc_aime,a,1,h2,x > y,1302,1303
pair_4d21772c,amc_aime,a,2,h3,max x y = x,1304,1305
pair_4d21772c,amc_aime,a,3,h4,min x y = y,1306,1307
pair_4d21772c,amc_aime,a,4,h5,x / y = 3 / 2,1308,1309
pair_4d21772c,amc_aime,a,5,h6,y ≠ 0,1310,1311
pair_4e638d06,olympiads,h,0,h1,x / (x + 2 * y + 3 * z) + y / (y + 2 * z + 3 * x) + z / (z + 2 * x + 3 * y) ≥ 1 / 2,1312,1313
pair_4e638d06,olympiads,h,1,h2,x / (x + 2 * y + 3 * z) + y / (y + 2 * z + 3 * x) + z / (z + 2 * x + 3 * y) - 1 / 2 ≥ 0,1314,1315
pair_4e638d06,olympiads,h,2,h3,x / (x + 2 * y + 3 * z) + y / (y + 2 * z + 3 * x) + z / (z + 2 * x + 3 * y) - 1 / 2 = (x * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y) + y * (z + 2 * x + 3 * y) * (x + 2 * y + 3 * z) + z * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) - (1 / 2) * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y)) / ((x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y)),1316,1317
pair_4e638d06,olympiads,h,3,h4,(x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y) > 0,1318,1319
pair_4e638d06,olympiads,h,4,h5,x * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y) + y * (z + 2 * x + 3 * y) * (x + 2 * y + 3 * z) + z * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) - (1 / 2) * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y) ≥ 0,1320,1321
pair_4e638d06,olympiads,a,0,h1,0 < x * y * z,1322,1323
pair_4e638d06,olympiads,a,1,h2,0 < (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y),1324,1325
pair_4e638d06,olympiads,a,2,h3,x / (x + 2 * y + 3 * z) + y / (y + 2 * z + 3 * x) + z / (z + 2 * x + 3 * y) - 1 / 2 ≥ 0,1326,1327
pair_4e638d06,olympiads,a,3,h4,0 < (x + 2 * y + 3 * z),1328,1329
pair_4e638d06,olympiads,a,4,h5,0 < (y + 2 * z + 3 * x),1330,1331
pair_4e638d06,olympiads,a,5,h6,0 < (z + 2 * x + 3 * y),1332,1333
pair_4e638d06,olympiads,a,6,h7,0 < (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y),1334,1335
pair_4e638d06,olympiads,a,7,h3',x / (x + 2 * y + 3 * z) + y / (y + 2 * z + 3 * x) + z / (z + 2 * x + 3 * y) - 1 / 2 = (2 * (x * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y) + y * (x + 2 * y + 3 * z) * (z + 2 * x + 3 * y) + z * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x)) - (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y)) / (2 * (x + 2 * y + 3 * z) * (y + 2 * z + 3 * x) * (z + 2 * x + 3 * y)),1336,1337
pair_5011e3a7,olympiads,h,0,hb,b = 136,1338,1339
pair_5011e3a7,olympiads,h,1,ha,a = 100,1340,1341
pair_5011e3a7,olympiads,h,2,h5,a * 136 = 13600,1342,1343
pair_5011e3a7,olympiads,h,3,hc,c = 18,1344,1345
pair_5011e3a7,olympiads,h,4,h6,x^2 = 100^2 + 2 * 100 * 18 + 18^2,1346,1347
pair_5011e3a7,olympiads,h,5,h7,x ≤ 181,1348,1349
pair_5011e3a7,olympiads,h,6,hx,x = 118,1350,1351
pair_5011e3a7,olympiads,a,0,h5,a * 136 = 13600,1352,1353
pair_5011e3a7,olympiads,a,1,h6,a = 100,1354,1355
pair_5011e3a7,olympiads,a,2,h7,a = 100,1356,1357
pair_5011e3a7,olympiads,a,3,h8,c = 0,1358,1359
pair_5011e3a7,olympiads,a,4,h8a,a = 100,1360,1361
pair_5011e3a7,olympiads,a,5,h8b,b = 136,1362,1363
pair_5011e3a7,olympiads,a,6,h10,0 < c,1364,1365
pair_50339cb5,olympiads_ref,h,0,lemma₀,x ^ 5 + y ^ 5 ≥ x * y * (x ^ 3 + y ^ 3),1366,1367
pair_50339cb5,olympiads_ref,h,1,lemma₁,((x + y + z) / 3) ^ 3 ≤ (x ^ 3 + y ^ 3 + z ^ 3) / 3,1368,1369
pair_50339cb5,olympiads_ref,h,2,lemma₂,(1 / 3 : ℝ) * x + (1 / 3 : ℝ) * y + (1 / 3 : ℝ) * z ≥ x ^ (1 / 3 : ℝ) * y ^ (1 / 3 : ℝ) * z ^ (1 / 3 : ℝ),1370,1371
pair_50339cb5,olympiads_ref,a,0,lemma₀,x ^ 5 + y ^ 5 ≥ x * y * (x ^ 3 + y ^ 3),1372,1373
pair_50339cb5,olympiads_ref,a,1,h1,1 / (a * b) + 1 / (b * c) + 1 / (c * a) = (a + b + c) / (a * b * c),1374,1375
pair_50339cb5,olympiads_ref,a,2,h2,a * b * c = 1,1376,1377
pair_50339cb5,olympiads_ref,a,3,h3,1 / (a ^ 3 + b ^ 3 + c ^ 3) * ((a + b + c) / (a * b * c)) = (a + b + c) / (a ^ 3 + b ^ 3 + c ^ 3),1378,1379
pair_50339cb5,olympiads_ref,a,4,h4,a + b + c ≤ a ^ 3 + b ^ 3 + c ^ 3,1380,1381
pair_50339cb5,olympiads_ref,a,5,h5,(a + b + c) / (a ^ 3 + b ^ 3 + c ^ 3) ≤ 1,1382,1383
pair_50fab0e3,number_theory,h,0,two_mul_ediv_two,2 * n / 2 = n,1384,1385
pair_50fab0e3,number_theory,h,1,h1,gcd (2*j) b ∣ gcd j b,1386,1387
pair_50fab0e3,number_theory,h,2,h2,gcd j b ∣ gcd (2*j) b,1388,1389
pair_50fab0e3,number_theory,h,3,h3,gcd (2*j) b = gcd j b,1390,1391
pair_50fab0e3,number_theory,a,0,two_mul_ediv_two,2 * n / 2 = n,1392,1393
pair_50fab0e3,number_theory,a,1,h1,gcd (2*j) b ∣ gcd j b,1394,1395
pair_50fab0e3,number_theory,a,2,h2,gcd j b ∣ gcd (2*j) b,1396,1397
pair_50fab0e3,number_theory,a,3,h3,gcd (2*j) b = gcd j b,1398,1399
pair_51aa7126,olympiads_ref,h,0,hx',x = -40,1400,1401
pair_51aa7126,olympiads_ref,h,1,hy',y = -40,1402,1403
pair_51aa7126,olympiads_ref,h,2,hz',z = -40,1404,1405
pair_51aa7126,olympiads_ref,a,0,hx_val,x = -40,1406,1407
pair_51aa7126,olympiads_ref,a,1,hy_val,y = -40,1408,1409
pair_51aa7126,olympiads_ref,a,2,hz_val,z = -40,1410,1411
pair_51cc9b9c,olympiads,h,0,h2,(x + y + z) ^ 2 = x^2 + y^2 + z^2 + 2 * (x * y + y * z + z * x),1412,1413
pair_51cc9b9c,olympiads,h,1,h3,x * y + y * z + z * x = 0,1414,1415
pair_51cc9b9c,olympiads,h,2,h4,x^3 + y^3 + z^3 = (x + y + z) ^ 3 - 3 * (x + y + z) * (x * y + y * z + z * x) + 3 * (x * y * z),1416,1417
pair_51cc9b9c,olympiads,h,3,h5,x * y * z ≥ -4 / 27,1418,1419
pair_51cc9b9c,olympiads,a,0,h2,x * y + y * z + z * x = 0,1420,1421
pair_51cc9b9c,olympiads,a,1,eq3,x^3 + y^3 + z^3 - 3 * (x * y * z) = (x + y + z) * ((x^2 + y^2 + z^2) - (x * y + y * z + z * x)),1422,1423
pair_51cc9b9c,olympiads,a,2,eq4,x^3 + y^3 + z^3 = 1 + 3 * (x * y * z),1424,1425
pair_52f9db51,math_train,h,0,h3,{(x : ℝ) | |x - 7| = |x + 1|} = {3},1426,1427
pair_52f9db51,math_train,h,1,h₁,7 - x = |x + 1|,1428,1429
pair_52f9db51,math_train,a,0,h1,{(x : ℝ) | |x - 7| = |x + 1|} = {3},1430,1431
pair_52f9db51,math_train,a,1,h2,x - 7 = x + 1 ∨ x - 7 = -(x + 1),1432,1433
pair_54aff7bc,math_test,h,0,hx1,x.1 = 1,1434,1435
pair_54aff7bc,math_test,h,1,hx2,x.2 = 4,1436,1437
pair_54aff7bc,math_test,a,0,ht,t = 4,1438,1439
pair_54aff7bc,math_test,a,1,hs,s = 1,1440,1441
pair_54b9a1f3,math_test,h,0,h₄,a * 2 = -3,1442,1443
pair_54b9a1f3,math_test,h,1,h₅,p + q = -27 / 2,1444,1445
pair_54b9a1f3,math_test,a,0,ha,a = -3 / 2,1446,1447
pair_54b9a1f3,math_test,a,1,hb,b = -2,1448,1449
pair_54b9a1f3,math_test,a,2,hp,p = 8,1450,1451
pair_54b9a1f3,math_test,a,3,hq,q = -43 / 2,1452,1453
pair_5688be7b,olympiads_ref,h,0,h1,P 1 = 0,1454,1455
pair_5688be7b,olympiads_ref,h,1,h3,P 3 = 0,1456,1457
pair_5688be7b,olympiads_ref,h,2,h5,P 5 = 0,1458,1459
pair_5688be7b,olympiads_ref,h,3,h7,P' 7 = 0,1460,1461
pair_5688be7b,olympiads_ref,h,4,eq,(7 - 3) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 3) * (7 - a) + (7 - 1) * (7 - 3) * (7 - 5) = 0,1462,1463
pair_5688be7b,olympiads_ref,a,0,eq1,P' 7 = (7 - 3) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 3) * (7 - a) + (7 - 1) * (7 - 3) * (7 - 5),1464,1465
pair_5688be7b,olympiads_ref,a,1,eq0,(7 - 3) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 5) * (7 - a) + (7 - 1) * (7 - 3) * (7 - a) + (7 - 1) * (7 - 3) * (7 - 5) = 44 * (7 - a) + 48,1466,1467
pair_5688be7b,olympiads_ref,a,2,eq2,44 * (7 - a) + 48 = 0,1468,1469
pair_5688be7b,olympiads_ref,a,3,ha,a = 89 / 11,1470,1471
pair_586d4c59,olympiads,h,0,hx,(x - 2) * y = (x - 2) * (x ^ 2 + 2 * x + 4) + 6,1472,1473
pair_586d4c59,olympiads,h,1,h,(x - 2).natAbs ∈ (6).divisors,1474,1475
pair_586d4c59,olympiads,a,0,eq,a ≤ 8,1476,1477
pair_586d4c59,olympiads,a,1,eq1,b ≤ a ^ 2 + 2 * a + 4,1478,1479
pair_586d4c59,olympiads,a,2,eq2,b ≥ a ^ 2 + 2 * a + 4,1480,1481
pair_586d4c59,olympiads,a,3,eq3,b = a ^ 2 + 2 * a + 4,1482,1483
pair_586d4c59,olympiads,a,4,h5,b ≤ 85,1484,1485
pair_58969aa7,olympiads,h,0,h1,(people_belief : ℝ) = round ((46 / 100 : ℝ) * (1240 : ℕ)),1486,1487
pair_58969aa7,olympiads,h,1,h2,(people_not_belief : ℝ) = round ((31 / 100 : ℝ) * (1240 : ℕ)),1488,1489
pair_58969aa7,olympiads,h,2,h3,(people_belief : ℝ) = 570,1490,1491
pair_58969aa7,olympiads,h,3,h4,(people_not_belief : ℝ) = 384,1492,1493
pair_58969aa7,olympiads,h,4,h5,people_belief = 570,1494,1495
pair_58969aa7,olympiads,h,5,h6,people_not_belief = 384,1496,1497
pair_58969aa7,olympiads,a,0,h1,(people_belief : ℝ) = round ((46 / 100 : ℝ) * (1240 : ℝ)),1498,1499
pair_58969aa7,olympiads,a,1,h2,(people_not_belief : ℝ) = round ((31 / 100 : ℝ) * (1240 : ℝ)),1500,1501
pair_58969aa7,olympiads,a,2,h3,(people_belief : ℝ) = (570 : ℝ),1502,1503
pair_58969aa7,olympiads,a,3,h4,(people_not_belief : ℝ) = (384 : ℝ),1504,1505
pair_58969aa7,olympiads,a,4,h5,people_belief = 570,1506,1507
pair_58969aa7,olympiads,a,5,h6,people_not_belief = 384,1508,1509
pair_58969aa7,olympiads,a,6,h7,people_refuse = 286,1510,1511
pair_58e22ef3,math_train,h,0,r1,y t = 14,1512,1513
pair_58e22ef3,math_train,h,1,r2,x t = 28,1514,1515
pair_58e22ef3,math_train,h,2,r3,k = 392,1516,1517
pair_58e22ef3,math_train,a,0,h₀,x t₀ + y t₀ = 42,1518,1519
pair_58e22ef3,math_train,a,1,h₁,x t₀ = 2 * y t₀,1520,1521
pair_58e22ef3,math_train,a,2,hy₀,y t₀ = 14,1522,1523
pair_58e22ef3,math_train,a,3,hx₀,x t₀ = 28,1524,1525
pair_58e22ef3,math_train,a,4,hk₀,k = 392,1526,1527
pair_58e22ef3,math_train,a,5,h₀₀,x t₀ * y t₀ = k,1528,1529
pair_58e22ef3,math_train,a,6,ht',x t * y t = k,1530,1531
pair_58e22ef3,math_train,a,7,hy,y t = -49,1532,1533
pair_592b30d0,cn_k12,h,0,quadratic_factorization,x^2 - x = x*(x-1),1534,1535
pair_592b30d0,cn_k12,h,1,h_cases,(x < 0 ∧ x-1 > 0) ∨ (x > 0 ∧ x-1 < 0),1536,1537
pair_592b30d0,cn_k12,a,0,h1,x * (x - 1) < 0,1538,1539
pair_592b30d0,cn_k12,a,1,h3,x * (x - 1) < 0,1540,1541
pair_592b30d0,cn_k12,a,2,hx1,0 < x,1542,1543
pair_592b30d0,cn_k12,a,3,hx2,x - 1 < 0,1544,1545
pair_594faff7,math_train,h,0,h_max,3 * x + 4 * y ≤ 73,1546,1547
pair_594faff7,math_train,h,1,h_achieved,"∃ a b : ℝ, a ^ 2 + b ^ 2 = 14 * a + 6 * b + 6 ∧ 3 * a + 4 * b = 73",1548,1549
pair_594faff7,math_train,a,0,h1,(x - 7) ^ 2 + (y - 3) ^ 2 = 64,1550,1551
pair_594faff7,math_train,a,1,h2,3 * x + 4 * y ≤ 73,1552,1553
pair_5a4d9414,olympiads_ref,h,0,aux,"∀ n, n % 3 = 2 → ¬ IsSquare n",1554,1555
pair_5a4d9414,olympiads_ref,h,1,sumdig,"(Nat.digits 10 (A 2007)).sum = ∑ i ∈ range 2008, (Nat.digits 10 ((i + 1) ^ (i + 1))).sum",1556,1557
pair_5a4d9414,olympiads_ref,h,2,mpos,1 < 2008,1558,1559
pair_5a4d9414,olympiads_ref,h,3,jlt,m - 1 < m,1560,1561
pair_5a4d9414,olympiads_ref,a,0,aux,"∀ n, n % 3 = 2 → ¬ IsSquare n",1562,1563
pair_5a4d9414,olympiads_ref,a,1,sumdig,"(Nat.digits 10 (A 2007)).sum = ∑ i ∈ range 2008, (Nat.digits 10 ((i + 1) ^ (i + 1))).sum",1564,1565
pair_5a4d9414,olympiads_ref,a,2,mpos,1 < 2008,1566,1567
pair_5a4d9414,olympiads_ref,a,3,jlt,m - 1 < m,1568,1569
pair_5c0a77f0,cn_k12,h,0,r1,f 0 = 1,1570,1571
pair_5c0a77f0,cn_k12,h,1,r3,deriv f 0 = 1,1572,1573
pair_5c0a77f0,cn_k12,h,2,ra,a = 1,1574,1575
pair_5c0a77f0,cn_k12,h,3,rb,b = 1,1576,1577
pair_5c0a77f0,cn_k12,a,0,h1,deriv f 0 = 1,1578,1579
pair_5c0a77f0,cn_k12,a,1,h2,deriv g 0 = a,1580,1581
pair_5c0a77f0,cn_k12,a,2,h3,a = 1,1582,1583
pair_5c0a77f0,cn_k12,a,3,h4,f 0 = 1,1584,1585
pair_5c0a77f0,cn_k12,a,4,h5,g 0 = 1,1586,1587
pair_5c0a77f0,cn_k12,a,5,h6,b = 1,1588,1589
pair_5daf2594,olympiads_ref,h,0,eq_aux,v * 8 = 720,1590,1591
pair_5daf2594,olympiads_ref,h,1,eq_aux',v = 720 / 8,1592,1593
pair_5daf2594,olympiads_ref,a,0,h1,v - 60 ≠ 0,1594,1595
pair_5daf2594,olympiads_ref,a,1,h2,v - 75 ≠ 0,1596,1597
pair_5e5e1c56,amc_aime,h,0,hk3,2 ≤ k,1598,1599
pair_5e5e1c56,amc_aime,h,1,mod_nine_eq_sum_digts_mod_nine,n % 9 = (digits 10 n).sum % 9,1600,1601
pair_5e5e1c56,amc_aime,h,2,mem_foldr_append_iff,"d ∈ foldr List.append [] L ↔ ∃ l ∈ L, d ∈ l",1602,1603
pair_5e5e1c56,amc_aime,h,3,hNd,digits 10 N = (List.Ico 19 93 |>.map (digits 10) |>.foldr List.append []),1604,1605
pair_5e5e1c56,amc_aime,h,4,sum_foldr_append,(foldr List.append [] L).sum = (L.map (fun l ↦ l.sum)).sum,1606,1607
pair_5e5e1c56,amc_aime,h,5,sum_range,(List.range n).sum = n * (n - 1) / 2,1608,1609
pair_5e5e1c56,amc_aime,h,6,sum_Ico,(List.Ico a b).sum = (b * (b - 1)) / 2 - (a * (a - 1)) / 2,1610,1611
pair_5e5e1c56,amc_aime,a,0,h1,k ≤ 1,1612,1613
pair_5e5e1c56,amc_aime,a,1,h2,"∀ (k : ℕ), (3 ^ k ∣ (ofDigits 10 $ (List.Ico 19 93) |>.map (fun n ↦ digits 10 n) |>.foldr List.append [])) → k ≤ 1",1614,1615
pair_5e5e1c56,amc_aime,a,2,h3,k ≥ 2,1616,1617
pair_5e5e1c56,amc_aime,a,3,h4,¬ (3 ^ 2 ∣ (ofDigits 10 $ (List.Ico 19 93) |>.map (fun n ↦ digits 10 n) |>.foldr List.append [])),1618,1619
pair_5e5e1c56,amc_aime,a,4,h5,(3 ^ 2 ∣ (3 ^ k)),1620,1621
pair_5e5e1c56,amc_aime,a,5,h6,(3 ^ 2 ∣ (ofDigits 10 $ (List.Ico 19 93) |>.map (fun n ↦ digits 10 n) |>.foldr List.append [])),1622,1623
pair_5ee839bd,cn_contest,h,0,h1,11 * a * b = a^2 - 60,1624,1625
pair_5ee839bd,cn_contest,h,1,h2,b = (a^2 - 60) / (11 * a),1626,1627
pair_5ee839bd,cn_contest,a,0,h1,a^2 - 60 = 11 * a * b,1628,1629
pair_5ee839bd,cn_contest,a,1,h2,b = (a^2 - 60) / (11 * a),1630,1631
pair_5ee839bd,cn_contest,a,2,hne,11 * a ≠ 0,1632,1633
pair_5ee839bd,cn_contest,a,3,eq1,11 * a * b = a^2 - 60,1634,1635
pair_5ee839bd,cn_contest,a,4,eq2,b = (a^2 - 60) / (11 * a),1636,1637
pair_5eec702b,math_test,h,0,eq,(128 - 4 * p) * p = -(4 * (p - 16) ^ 2) + 1024,1638,1639
pair_5eec702b,math_test,h,1,ge,0 ≤ (p - 16) ^ 2,1640,1641
pair_5eec702b,math_test,a,0,h1,p ≤ (32 : ℝ),1642,1643
pair_5eec702b,math_test,a,1,h2,(128 - 4 * p) * p ≤ (128 - 4 * (16 : ℝ)) * (16 : ℝ),1644,1645
pair_60565fc7,number_theory,h,0,h,(f_4530 (n + 1) : ℤ) = 2 ^ (n + 1) + (-1) ^ (n + 1),1646,1647
